raw_text,normalized_text,intent,drug_entities
بروفين بيعمل نعاس؟,Brufen يسبب نعاس؟,side_effects,Brufen
هل اموكسيسيلين خطر لمرضى الضغط؟,هل Amoxicillin خطر لمرضى الضغط؟,contraindication,Amoxicillin
كتافلام بيعمل نعاس؟,Cataflam يسبب نعاس؟,side_effects,Cataflam
ينفع اخد جرعة من اوجمنتين؟,هل يمكن أتناول جرعة من Augmentin؟,dosage,Augmentin
هل بروفين يتاخد مع اوجمنتين؟,هل Brufen يتم تناوله مع Augmentin؟,interaction,Brufen|Augmentin
جرعة بنادول للاطفال كام؟,جرعة Panadol للاطفال ما؟,dosage,Panadol
جرعة فلاجيل للاطفال كام؟,جرعة Flagyl للاطفال ما؟,dosage,Flagyl
ينفع اخد جرعة من كونجستال؟,هل يمكن أتناول جرعة من Congestal؟,dosage,Congestal
بعد ما اخدت باراسيتامول حسيت بتعب,بعد ما أتناولت Paracetamol حسيت بتعب,side_effects,Paracetamol
هل اموكسيسيلين يسبب صداع؟,هل Amoxicillin يسبب صداع؟,side_effects,Amoxicillin
في تفاعل بين اسبرين و اوجمنتين؟,في تفاعل بين Aspirin و Augmentin؟,interaction,Aspirin|Augmentin
جرعة اموكسيسيلين للاطفال كام؟,جرعة Amoxicillin للاطفال ما؟,dosage,Amoxicillin
هل بنادول خطر على الكلى؟,هل Panadol خطر على الكلى؟,contraindication,Panadol
الجرعة كام ل اموكسيسيلين؟,الجرعة ما ل Amoxicillin؟,dosage,Amoxicillin
هل كتافلام خطر لمرضى الضغط؟,هل Cataflam خطر لمرضى الضغط؟,contraindication,Cataflam
اخد اوجمنتين كام مرة في اليوم؟,أتناول Augmentin ما مرة في اليوم؟,dosage,Augmentin
هل اوجمنتين مناسب لمرضى السكر؟,هل Augmentin مناسب لمرضى السكر؟,contraindication,Augmentin
ايه اعراض فلاجيل الجانبية؟,ما هي اعراض Flagyl الجانبية؟,side_effects,Flagyl
اموكسيسيلين ممكن يسبب دوخة؟,Amoxicillin ممكن يسبب دوخة؟,side_effects,Amoxicillin
بعد ما اخدت باراسيتامول حسيت بتعب,بعد ما أتناولت Paracetamol حسيت بتعب,side_effects,Paracetamol
اخد كتافلام كام مرة في اليوم؟,أتناول Cataflam ما مرة في اليوم؟,dosage,Cataflam
هل كونجستال يسبب صداع؟,هل Congestal يسبب صداع؟,side_effects,Congestal
هل الجمع بين فلاجيل و باراسيتامول خطر؟,هل الجمع بين Flagyl و Paracetamol خطر؟,interaction,Flagyl|Paracetamol
في تفاعل بين اموكسيسيلين و فلاجيل؟,في تفاعل بين Amoxicillin و Flagyl؟,interaction,Amoxicillin|Flagyl
هل الجمع بين باراسيتامول و كونجستال خطر؟,هل الجمع بين Paracetamol و Congestal خطر؟,interaction,Paracetamol|Congestal
هل فلاجيل مناسب لمرضى السكر؟,هل Flagyl مناسب لمرضى السكر؟,contraindication,Flagyl
هل فلاجيل خطر على الكلى؟,هل Flagyl خطر على الكلى؟,contraindication,Flagyl
اموكسيسيلين بيعمل نعاس؟,Amoxicillin يسبب نعاس؟,side_effects,Amoxicillin
هل باراسيتامول خطر لمرضى الضغط؟,هل Paracetamol خطر لمرضى الضغط؟,contraindication,Paracetamol
زيرتك ممكن يسبب دوخة؟,Zyrtec ممكن يسبب دوخة؟,side_effects,Zyrtec
في تفاعل بين اموكسيسيلين و بنادول؟,في تفاعل بين Amoxicillin و Panadol؟,interaction,Amoxicillin|Panadol
هل الجمع بين اوجمنتين و كتافلام خطر؟,هل الجمع بين Augmentin و Cataflam خطر؟,interaction,Augmentin|Cataflam
كونجستال ممكن يسبب دوخة؟,Congestal ممكن يسبب دوخة؟,side_effects,Congestal
ينفع الحامل تاخد كونجستال؟,هل يمكن الحامل تأتناول Congestal؟,contraindication,Congestal
اخد اوجمنتين كام مرة في اليوم؟,أتناول Augmentin ما مرة في اليوم؟,dosage,Augmentin
اخد كتافلام كام مرة في اليوم؟,أتناول Cataflam ما مرة في اليوم؟,dosage,Cataflam
بعد ما اخدت باراسيتامول حسيت بتعب,بعد ما أتناولت Paracetamol حسيت بتعب,side_effects,Paracetamol
اقدر اخد بنادول و باراسيتامول مع بعض؟,اقدر أتناول Panadol و Paracetamol مع بعض؟,interaction,Panadol|Paracetamol
هل اوجمنتين خطر لمرضى الضغط؟,هل Augmentin خطر لمرضى الضغط؟,contraindication,Augmentin
ينفع الحامل تاخد اسبرين؟,هل يمكن الحامل تأتناول Aspirin؟,contraindication,Aspirin
طريقة استخدام بروفين ايه؟,طريقة استخدام Brufen ما هي؟,dosage,Brufen
هل بروفين مناسب لمرضى السكر؟,هل Brufen مناسب لمرضى السكر؟,contraindication,Brufen
ينفع اخد جرعة من فلاجيل؟,هل يمكن أتناول جرعة من Flagyl؟,dosage,Flagyl
ينفع اخد اسبرين مع كونجستال؟,هل يمكن أتناول Aspirin مع Congestal؟,interaction,Aspirin|Congestal
ينفع الحامل تاخد زيرتك؟,هل يمكن الحامل تأتناول Zyrtec؟,contraindication,Zyrtec
اخد اموكسيسيلين كام مرة في اليوم؟,أتناول Amoxicillin ما مرة في اليوم؟,dosage,Amoxicillin
بعد ما اخدت بروفين حسيت بتعب,بعد ما أتناولت Brufen حسيت بتعب,side_effects,Brufen
مين ممنوع ياخد اموكسيسيلين؟,مين ممنوع يأتناول Amoxicillin؟,contraindication,Amoxicillin
هل اسبرين مناسب لمرضى السكر؟,هل Aspirin مناسب لمرضى السكر؟,contraindication,Aspirin
هل كونجستال خطر لمرضى الضغط؟,هل Congestal خطر لمرضى الضغط؟,contraindication,Congestal
هل اوجمنتين مناسب لمرضى السكر؟,هل Augmentin مناسب لمرضى السكر؟,contraindication,Augmentin
ينفع الحامل تاخد اسبرين؟,هل يمكن الحامل تأتناول Aspirin؟,contraindication,Aspirin
هل زيرتك يسبب صداع؟,هل Zyrtec يسبب صداع؟,side_effects,Zyrtec
بنادول بيعمل نعاس؟,Panadol يسبب نعاس؟,side_effects,Panadol
جرعة بروفين للاطفال كام؟,جرعة Brufen للاطفال ما؟,dosage,Brufen
ينفع الحامل تاخد زيرتك؟,هل يمكن الحامل تأتناول Zyrtec؟,contraindication,Zyrtec
بروفين بيعمل نعاس؟,Brufen يسبب نعاس؟,side_effects,Brufen
هل الجمع بين فلاجيل و كونجستال خطر؟,هل الجمع بين Flagyl و Congestal خطر؟,interaction,Flagyl|Congestal
اخد اوجمنتين كام مرة في اليوم؟,أتناول Augmentin ما مرة في اليوم؟,dosage,Augmentin
في تفاعل بين زيرتك و فلاجيل؟,في تفاعل بين Zyrtec و Flagyl؟,interaction,Zyrtec|Flagyl
ايه اعراض زيرتك الجانبية؟,ما هي اعراض Zyrtec الجانبية؟,side_effects,Zyrtec
كونجستال ممكن يسبب دوخة؟,Congestal ممكن يسبب دوخة؟,side_effects,Congestal
هل اموكسيسيلين خطر على الكلى؟,هل Amoxicillin خطر على الكلى؟,contraindication,Amoxicillin
هل كتافلام خطر لمرضى الضغط؟,هل Cataflam خطر لمرضى الضغط؟,contraindication,Cataflam
جرعة بروفين للاطفال كام؟,جرعة Brufen للاطفال ما؟,dosage,Brufen
الجرعة كام ل فلاجيل؟,الجرعة ما ل Flagyl؟,dosage,Flagyl
هل كونجستال يسبب صداع؟,هل Congestal يسبب صداع؟,side_effects,Congestal
هل الجمع بين كونجستال و باراسيتامول خطر؟,هل الجمع بين Congestal و Paracetamol خطر؟,interaction,Congestal|Paracetamol
اخد بروفين كام مرة في اليوم؟,أتناول Brufen ما مرة في اليوم؟,dosage,Brufen
اوجمنتين بيعمل نعاس؟,Augmentin يسبب نعاس؟,side_effects,Augmentin
هل بنادول مناسب لمرضى السكر؟,هل Panadol مناسب لمرضى السكر؟,contraindication,Panadol
ينفع الحامل تاخد بروفين؟,هل يمكن الحامل تأتناول Brufen؟,contraindication,Brufen
مين ممنوع ياخد بنادول؟,مين ممنوع يأتناول Panadol؟,contraindication,Panadol
هل الجمع بين اوجمنتين و كونجستال خطر؟,هل الجمع بين Augmentin و Congestal خطر؟,interaction,Augmentin|Congestal
الجرعة كام ل اوجمنتين؟,الجرعة ما ل Augmentin؟,dosage,Augmentin
كونجستال بيعمل نعاس؟,Congestal يسبب نعاس؟,side_effects,Congestal
طريقة استخدام كونجستال ايه؟,طريقة استخدام Congestal ما هي؟,dosage,Congestal
ينفع اخد جرعة من باراسيتامول؟,هل يمكن أتناول جرعة من Paracetamol؟,dosage,Paracetamol
في تفاعل بين اموكسيسيلين و كتافلام؟,في تفاعل بين Amoxicillin و Cataflam؟,interaction,Amoxicillin|Cataflam
ايه اعراض فلاجيل الجانبية؟,ما هي اعراض Flagyl الجانبية؟,side_effects,Flagyl
هل كتافلام يتاخد مع اوجمنتين؟,هل Cataflam يتم تناوله مع Augmentin؟,interaction,Cataflam|Augmentin
جرعة اموكسيسيلين للاطفال كام؟,جرعة Amoxicillin للاطفال ما؟,dosage,Amoxicillin
ايه اعراض بروفين الجانبية؟,ما هي اعراض Brufen الجانبية؟,side_effects,Brufen
هل بروفين خطر لمرضى الضغط؟,هل Brufen خطر لمرضى الضغط؟,contraindication,Brufen
طريقة استخدام فلاجيل ايه؟,طريقة استخدام Flagyl ما هي؟,dosage,Flagyl
بعد ما اخدت بروفين حسيت بتعب,بعد ما أتناولت Brufen حسيت بتعب,side_effects,Brufen
ينفع الحامل تاخد بروفين؟,هل يمكن الحامل تأتناول Brufen؟,contraindication,Brufen
جرعة زيرتك للاطفال كام؟,جرعة Zyrtec للاطفال ما؟,dosage,Zyrtec
ايه اعراض كونجستال الجانبية؟,ما هي اعراض Congestal الجانبية؟,side_effects,Congestal
هل اموكسيسيلين يسبب صداع؟,هل Amoxicillin يسبب صداع؟,side_effects,Amoxicillin
زيرتك ممكن يسبب دوخة؟,Zyrtec ممكن يسبب دوخة؟,side_effects,Zyrtec
ينفع الحامل تاخد كتافلام؟,هل يمكن الحامل تأتناول Cataflam؟,contraindication,Cataflam
ينفع اخد فلاجيل مع اسبرين؟,هل يمكن أتناول Flagyl مع Aspirin؟,interaction,Flagyl|Aspirin
جرعة زيرتك للاطفال كام؟,جرعة Zyrtec للاطفال ما؟,dosage,Zyrtec
هل بروفين مناسب لمرضى السكر؟,هل Brufen مناسب لمرضى السكر؟,contraindication,Brufen
هل الجمع بين زيرتك و كتافلام خطر؟,هل الجمع بين Zyrtec و Cataflam خطر؟,interaction,Zyrtec|Cataflam
ينفع اخد كتافلام مع بروفين؟,هل يمكن أتناول Cataflam مع Brufen؟,interaction,Cataflam|Brufen
ينفع اخد فلاجيل مع اسبرين؟,هل يمكن أتناول Flagyl مع Aspirin؟,interaction,Flagyl|Aspirin
اقدر اخد باراسيتامول و بنادول مع بعض؟,اقدر أتناول Paracetamol و Panadol مع بعض؟,interaction,Paracetamol|Panadol
طريقة استخدام فلاجيل ايه؟,طريقة استخدام Flagyl ما هي؟,dosage,Flagyl
بعد ما اخدت اوجمنتين حسيت بتعب,بعد ما أتناولت Augmentin حسيت بتعب,side_effects,Augmentin
بعد ما اخدت بروفين حسيت بتعب,بعد ما أتناولت Brufen حسيت بتعب,side_effects,Brufen
اقدر اخد باراسيتامول و فلاجيل مع بعض؟,اقدر أتناول Paracetamol و Flagyl مع بعض؟,interaction,Paracetamol|Flagyl
في تفاعل بين باراسيتامول و بنادول؟,في تفاعل بين Paracetamol و Panadol؟,interaction,Paracetamol|Panadol
هل فلاجيل خطر على الكلى؟,هل Flagyl خطر على الكلى؟,contraindication,Flagyl
اوجمنتين بيعمل نعاس؟,Augmentin يسبب نعاس؟,side_effects,Augmentin
هل بروفين يسبب صداع؟,هل Brufen يسبب صداع؟,side_effects,Brufen
هل كتافلام يسبب صداع؟,هل Cataflam يسبب صداع؟,side_effects,Cataflam
هل الجمع بين كتافلام و كونجستال خطر؟,هل الجمع بين Cataflam و Congestal خطر؟,interaction,Cataflam|Congestal
هل اوجمنتين يتاخد مع كتافلام؟,هل Augmentin يتم تناوله مع Cataflam؟,interaction,Augmentin|Cataflam
ينفع الحامل تاخد كتافلام؟,هل يمكن الحامل تأتناول Cataflam؟,contraindication,Cataflam
ايه اعراض كونجستال الجانبية؟,ما هي اعراض Congestal الجانبية؟,side_effects,Congestal
هل كونجستال مناسب لمرضى السكر؟,هل Congestal مناسب لمرضى السكر؟,contraindication,Congestal
اقدر اخد فلاجيل و زيرتك مع بعض؟,اقدر أتناول Flagyl و Zyrtec مع بعض؟,interaction,Flagyl|Zyrtec
هل كونجستال يتاخد مع كتافلام؟,هل Congestal يتم تناوله مع Cataflam؟,interaction,Congestal|Cataflam
اقدر اخد كتافلام و اموكسيسيلين مع بعض؟,اقدر أتناول Cataflam و Amoxicillin مع بعض؟,interaction,Cataflam|Amoxicillin
جرعة كونجستال للاطفال كام؟,جرعة Congestal للاطفال ما؟,dosage,Congestal
بعد ما اخدت كونجستال حسيت بتعب,بعد ما أتناولت Congestal حسيت بتعب,side_effects,Congestal
في تفاعل بين اموكسيسيلين و اسبرين؟,في تفاعل بين Amoxicillin و Aspirin؟,interaction,Amoxicillin|Aspirin
ينفع اخد اوجمنتين مع باراسيتامول؟,هل يمكن أتناول Augmentin مع Paracetamol؟,interaction,Augmentin|Paracetamol
ايه اعراض زيرتك الجانبية؟,ما هي اعراض Zyrtec الجانبية؟,side_effects,Zyrtec
هل اسبرين مناسب لمرضى السكر؟,هل Aspirin مناسب لمرضى السكر؟,contraindication,Aspirin
الجرعة كام ل اوجمنتين؟,الجرعة ما ل Augmentin؟,dosage,Augmentin
هل بروفين يسبب صداع؟,هل Brufen يسبب صداع؟,side_effects,Brufen
هل كونجستال يتاخد مع فلاجيل؟,هل Congestal يتم تناوله مع Flagyl؟,interaction,Congestal|Flagyl
بعد ما اخدت اسبرين حسيت بتعب,بعد ما أتناولت Aspirin حسيت بتعب,side_effects,Aspirin
بعد ما اخدت كونجستال حسيت بتعب,بعد ما أتناولت Congestal حسيت بتعب,side_effects,Congestal
جرعة بروفين للاطفال كام؟,جرعة Brufen للاطفال ما؟,dosage,Brufen
ينفع اخد جرعة من زيرتك؟,هل يمكن أتناول جرعة من Zyrtec؟,dosage,Zyrtec
هل اسبرين يسبب صداع؟,هل Aspirin يسبب صداع؟,side_effects,Aspirin
فلاجيل ممكن يسبب دوخة؟,Flagyl ممكن يسبب دوخة؟,side_effects,Flagyl
اقدر اخد باراسيتامول و فلاجيل مع بعض؟,اقدر أتناول Paracetamol و Flagyl مع بعض؟,interaction,Paracetamol|Flagyl
طريقة استخدام اسبرين ايه؟,طريقة استخدام Aspirin ما هي؟,dosage,Aspirin
ينفع اخد جرعة من بروفين؟,هل يمكن أتناول جرعة من Brufen؟,dosage,Brufen
اقدر اخد باراسيتامول و كتافلام مع بعض؟,اقدر أتناول Paracetamol و Cataflam مع بعض؟,interaction,Paracetamol|Cataflam
مين ممنوع ياخد اوجمنتين؟,مين ممنوع يأتناول Augmentin؟,contraindication,Augmentin
هل الجمع بين بنادول و كونجستال خطر؟,هل الجمع بين Panadol و Congestal خطر؟,interaction,Panadol|Congestal
هل كتافلام يسبب صداع؟,هل Cataflam يسبب صداع؟,side_effects,Cataflam
هل اوجمنتين يسبب صداع؟,هل Augmentin يسبب صداع؟,side_effects,Augmentin
ينفع اخد كتافلام مع بروفين؟,هل يمكن أتناول Cataflam مع Brufen؟,interaction,Cataflam|Brufen
الجرعة كام ل كونجستال؟,الجرعة ما ل Congestal؟,dosage,Congestal
اقدر اخد بنادول و فلاجيل مع بعض؟,اقدر أتناول Panadol و Flagyl مع بعض؟,interaction,Panadol|Flagyl
طريقة استخدام فلاجيل ايه؟,طريقة استخدام Flagyl ما هي؟,dosage,Flagyl
ايه اعراض اوجمنتين الجانبية؟,ما هي اعراض Augmentin الجانبية؟,side_effects,Augmentin
بعد ما اخدت كتافلام حسيت بتعب,بعد ما أتناولت Cataflam حسيت بتعب,side_effects,Cataflam
بنادول ممكن يسبب دوخة؟,Panadol ممكن يسبب دوخة؟,side_effects,Panadol
ينفع اخد جرعة من اموكسيسيلين؟,هل يمكن أتناول جرعة من Amoxicillin؟,dosage,Amoxicillin
جرعة اوجمنتين للاطفال كام؟,جرعة Augmentin للاطفال ما؟,dosage,Augmentin
الجرعة كام ل بنادول؟,الجرعة ما ل Panadol؟,dosage,Panadol
ينفع اخد اسبرين مع اموكسيسيلين؟,هل يمكن أتناول Aspirin مع Amoxicillin؟,interaction,Aspirin|Amoxicillin
ينفع اخد جرعة من كتافلام؟,هل يمكن أتناول جرعة من Cataflam؟,dosage,Cataflam
هل اسبرين خطر على الكلى؟,هل Aspirin خطر على الكلى؟,contraindication,Aspirin
اقدر اخد اوجمنتين و فلاجيل مع بعض؟,اقدر أتناول Augmentin و Flagyl مع بعض؟,interaction,Augmentin|Flagyl
هل اسبرين خطر لمرضى الضغط؟,هل Aspirin خطر لمرضى الضغط؟,contraindication,Aspirin
هل بنادول خطر على الكلى؟,هل Panadol خطر على الكلى؟,contraindication,Panadol
هل بنادول خطر على الكلى؟,هل Panadol خطر على الكلى؟,contraindication,Panadol
في تفاعل بين اوجمنتين و بنادول؟,في تفاعل بين Augmentin و Panadol؟,interaction,Augmentin|Panadol
هل كتافلام خطر لمرضى الضغط؟,هل Cataflam خطر لمرضى الضغط؟,contraindication,Cataflam
ينفع اخد باراسيتامول مع بنادول؟,هل يمكن أتناول Paracetamol مع Panadol؟,interaction,Paracetamol|Panadol
اخد بروفين كام مرة في اليوم؟,أتناول Brufen ما مرة في اليوم؟,dosage,Brufen
الجرعة كام ل اوجمنتين؟,الجرعة ما ل Augmentin؟,dosage,Augmentin
اقدر اخد باراسيتامول و فلاجيل مع بعض؟,اقدر أتناول Paracetamol و Flagyl مع بعض؟,interaction,Paracetamol|Flagyl
بنادول بيعمل نعاس؟,Panadol يسبب نعاس؟,side_effects,Panadol
زيرتك ممكن يسبب دوخة؟,Zyrtec ممكن يسبب دوخة؟,side_effects,Zyrtec
هل باراسيتامول يتاخد مع اسبرين؟,هل Paracetamol يتم تناوله مع Aspirin؟,interaction,Paracetamol|Aspirin
اقدر اخد بروفين و فلاجيل مع بعض؟,اقدر أتناول Brufen و Flagyl مع بعض؟,interaction,Brufen|Flagyl
زيرتك ممكن يسبب دوخة؟,Zyrtec ممكن يسبب دوخة؟,side_effects,Zyrtec
في تفاعل بين كتافلام و اسبرين؟,في تفاعل بين Cataflam و Aspirin؟,interaction,Cataflam|Aspirin
في تفاعل بين بنادول و اوجمنتين؟,في تفاعل بين Panadol و Augmentin؟,interaction,Panadol|Augmentin
اقدر اخد اوجمنتين و اسبرين مع بعض؟,اقدر أتناول Augmentin و Aspirin مع بعض؟,interaction,Augmentin|Aspirin
بروفين ممكن يسبب دوخة؟,Brufen ممكن يسبب دوخة؟,side_effects,Brufen
هل اوجمنتين يتاخد مع اسبرين؟,هل Augmentin يتم تناوله مع Aspirin؟,interaction,Augmentin|Aspirin
في تفاعل بين اوجمنتين و اسبرين؟,في تفاعل بين Augmentin و Aspirin؟,interaction,Augmentin|Aspirin
في تفاعل بين باراسيتامول و بنادول؟,في تفاعل بين Paracetamol و Panadol؟,interaction,Paracetamol|Panadol
هل بروفين خطر على الكلى؟,هل Brufen خطر على الكلى؟,contraindication,Brufen
ينفع الحامل تاخد فلاجيل؟,هل يمكن الحامل تأتناول Flagyl؟,contraindication,Flagyl
جرعة زيرتك للاطفال كام؟,جرعة Zyrtec للاطفال ما؟,dosage,Zyrtec
بعد ما اخدت باراسيتامول حسيت بتعب,بعد ما أتناولت Paracetamol حسيت بتعب,side_effects,Paracetamol
هل كتافلام خطر على الكلى؟,هل Cataflam خطر على الكلى؟,contraindication,Cataflam
ينفع الحامل تاخد اوجمنتين؟,هل يمكن الحامل تأتناول Augmentin؟,contraindication,Augmentin
هل الجمع بين فلاجيل و بروفين خطر؟,هل الجمع بين Flagyl و Brufen خطر؟,interaction,Flagyl|Brufen
مين ممنوع ياخد زيرتك؟,مين ممنوع يأتناول Zyrtec؟,contraindication,Zyrtec
ينفع اخد اموكسيسيلين مع زيرتك؟,هل يمكن أتناول Amoxicillin مع Zyrtec؟,interaction,Amoxicillin|Zyrtec
بعد ما اخدت كتافلام حسيت بتعب,بعد ما أتناولت Cataflam حسيت بتعب,side_effects,Cataflam
اقدر اخد اسبرين و اموكسيسيلين مع بعض؟,اقدر أتناول Aspirin و Amoxicillin مع بعض؟,interaction,Aspirin|Amoxicillin
هل باراسيتامول خطر على الكلى؟,هل Paracetamol خطر على الكلى؟,contraindication,Paracetamol
ايه اعراض اموكسيسيلين الجانبية؟,ما هي اعراض Amoxicillin الجانبية؟,side_effects,Amoxicillin
هل كتافلام خطر لمرضى الضغط؟,هل Cataflam خطر لمرضى الضغط؟,contraindication,Cataflam
طريقة استخدام بروفين ايه؟,طريقة استخدام Brufen ما هي؟,dosage,Brufen
اخد فلاجيل كام مرة في اليوم؟,أتناول Flagyl ما مرة في اليوم؟,dosage,Flagyl
في تفاعل بين اموكسيسيلين و فلاجيل؟,في تفاعل بين Amoxicillin و Flagyl؟,interaction,Amoxicillin|Flagyl
هل بروفين خطر على الكلى؟,هل Brufen خطر على الكلى؟,contraindication,Brufen
ينفع الحامل تاخد اسبرين؟,هل يمكن الحامل تأتناول Aspirin؟,contraindication,Aspirin
جرعة كتافلام للاطفال كام؟,جرعة Cataflam للاطفال ما؟,dosage,Cataflam
اقدر اخد باراسيتامول و اوجمنتين مع بعض؟,اقدر أتناول Paracetamol و Augmentin مع بعض؟,interaction,Paracetamol|Augmentin
ايه اعراض زيرتك الجانبية؟,ما هي اعراض Zyrtec الجانبية؟,side_effects,Zyrtec
ينفع الحامل تاخد بروفين؟,هل يمكن الحامل تأتناول Brufen؟,contraindication,Brufen
ايه اعراض كونجستال الجانبية؟,ما هي اعراض Congestal الجانبية؟,side_effects,Congestal
ينفع اخد كتافلام مع زيرتك؟,هل يمكن أتناول Cataflam مع Zyrtec؟,interaction,Cataflam|Zyrtec
جرعة بروفين للاطفال كام؟,جرعة Brufen للاطفال ما؟,dosage,Brufen
اخد فلاجيل كام مرة في اليوم؟,أتناول Flagyl ما مرة في اليوم؟,dosage,Flagyl
جرعة اموكسيسيلين للاطفال كام؟,جرعة Amoxicillin للاطفال ما؟,dosage,Amoxicillin
هل بروفين خطر على الكلى؟,هل Brufen خطر على الكلى؟,contraindication,Brufen
الجرعة كام ل اوجمنتين؟,الجرعة ما ل Augmentin؟,dosage,Augmentin
طريقة استخدام فلاجيل ايه؟,طريقة استخدام Flagyl ما هي؟,dosage,Flagyl
ينفع اخد كونجستال مع فلاجيل؟,هل يمكن أتناول Congestal مع Flagyl؟,interaction,Congestal|Flagyl
اقدر اخد بنادول و بروفين مع بعض؟,اقدر أتناول Panadol و Brufen مع بعض؟,interaction,Panadol|Brufen
جرعة كونجستال للاطفال كام؟,جرعة Congestal للاطفال ما؟,dosage,Congestal
هل فلاجيل يسبب صداع؟,هل Flagyl يسبب صداع؟,side_effects,Flagyl
بعد ما اخدت بروفين حسيت بتعب,بعد ما أتناولت Brufen حسيت بتعب,side_effects,Brufen
هل اوجمنتين خطر لمرضى الضغط؟,هل Augmentin خطر لمرضى الضغط؟,contraindication,Augmentin
هل زيرتك خطر لمرضى الضغط؟,هل Zyrtec خطر لمرضى الضغط؟,contraindication,Zyrtec
ايه اعراض اموكسيسيلين الجانبية؟,ما هي اعراض Amoxicillin الجانبية؟,side_effects,Amoxicillin
هل زيرتك مناسب لمرضى السكر؟,هل Zyrtec مناسب لمرضى السكر؟,contraindication,Zyrtec
هل زيرتك مناسب لمرضى السكر؟,هل Zyrtec مناسب لمرضى السكر؟,contraindication,Zyrtec
ينفع الحامل تاخد اموكسيسيلين؟,هل يمكن الحامل تأتناول Amoxicillin؟,contraindication,Amoxicillin
جرعة كونجستال للاطفال كام؟,جرعة Congestal للاطفال ما؟,dosage,Congestal
هل اوجمنتين يتاخد مع بنادول؟,هل Augmentin يتم تناوله مع Panadol؟,interaction,Augmentin|Panadol
ينفع الحامل تاخد بنادول؟,هل يمكن الحامل تأتناول Panadol؟,contraindication,Panadol
فلاجيل ممكن يسبب دوخة؟,Flagyl ممكن يسبب دوخة؟,side_effects,Flagyl
هل اوجمنتين خطر لمرضى الضغط؟,هل Augmentin خطر لمرضى الضغط؟,contraindication,Augmentin
طريقة استخدام بنادول ايه؟,طريقة استخدام Panadol ما هي؟,dosage,Panadol
ينفع اخد كونجستال مع اوجمنتين؟,هل يمكن أتناول Congestal مع Augmentin؟,interaction,Congestal|Augmentin
اموكسيسيلين ممكن يسبب دوخة؟,Amoxicillin ممكن يسبب دوخة؟,side_effects,Amoxicillin
ايه اعراض كونجستال الجانبية؟,ما هي اعراض Congestal الجانبية؟,side_effects,Congestal
هل الجمع بين زيرتك و اموكسيسيلين خطر؟,هل الجمع بين Zyrtec و Amoxicillin خطر؟,interaction,Zyrtec|Amoxicillin
ينفع اخد باراسيتامول مع زيرتك؟,هل يمكن أتناول Paracetamol مع Zyrtec؟,interaction,Paracetamol|Zyrtec
طريقة استخدام زيرتك ايه؟,طريقة استخدام Zyrtec ما هي؟,dosage,Zyrtec
هل الجمع بين اوجمنتين و كتافلام خطر؟,هل الجمع بين Augmentin و Cataflam خطر؟,interaction,Augmentin|Cataflam
ينفع الحامل تاخد باراسيتامول؟,هل يمكن الحامل تأتناول Paracetamol؟,contraindication,Paracetamol
هل بنادول خطر لمرضى الضغط؟,هل Panadol خطر لمرضى الضغط؟,contraindication,Panadol
اخد اسبرين كام مرة في اليوم؟,أتناول Aspirin ما مرة في اليوم؟,dosage,Aspirin
مين ممنوع ياخد بنادول؟,مين ممنوع يأتناول Panadol؟,contraindication,Panadol
هل اسبرين يتاخد مع اوجمنتين؟,هل Aspirin يتم تناوله مع Augmentin؟,interaction,Aspirin|Augmentin
طريقة استخدام فلاجيل ايه؟,طريقة استخدام Flagyl ما هي؟,dosage,Flagyl
هل كونجستال خطر لمرضى الضغط؟,هل Congestal خطر لمرضى الضغط؟,contraindication,Congestal
ينفع الحامل تاخد بنادول؟,هل يمكن الحامل تأتناول Panadol؟,contraindication,Panadol
هل كونجستال يسبب صداع؟,هل Congestal يسبب صداع؟,side_effects,Congestal
ايه اعراض اوجمنتين الجانبية؟,ما هي اعراض Augmentin الجانبية؟,side_effects,Augmentin
ايه اعراض كونجستال الجانبية؟,ما هي اعراض Congestal الجانبية؟,side_effects,Congestal
هل فلاجيل خطر لمرضى الضغط؟,هل Flagyl خطر لمرضى الضغط؟,contraindication,Flagyl
ايه اعراض زيرتك الجانبية؟,ما هي اعراض Zyrtec الجانبية؟,side_effects,Zyrtec
هل زيرتك مناسب لمرضى السكر؟,هل Zyrtec مناسب لمرضى السكر؟,contraindication,Zyrtec
اخد كونجستال كام مرة في اليوم؟,أتناول Congestal ما مرة في اليوم؟,dosage,Congestal
اخد اسبرين كام مرة في اليوم؟,أتناول Aspirin ما مرة في اليوم؟,dosage,Aspirin
ينفع اخد باراسيتامول مع فلاجيل؟,هل يمكن أتناول Paracetamol مع Flagyl؟,interaction,Paracetamol|Flagyl
هل كتافلام خطر لمرضى الضغط؟,هل Cataflam خطر لمرضى الضغط؟,contraindication,Cataflam
ينفع اخد جرعة من كتافلام؟,هل يمكن أتناول جرعة من Cataflam؟,dosage,Cataflam
جرعة اسبرين للاطفال كام؟,جرعة Aspirin للاطفال ما؟,dosage,Aspirin
بعد ما اخدت بنادول حسيت بتعب,بعد ما أتناولت Panadol حسيت بتعب,side_effects,Panadol
في تفاعل بين اموكسيسيلين و زيرتك؟,في تفاعل بين Amoxicillin و Zyrtec؟,interaction,Amoxicillin|Zyrtec
جرعة بروفين للاطفال كام؟,جرعة Brufen للاطفال ما؟,dosage,Brufen
