raw_text,normalized_text,intent,drug_entities
هل اسبرين بيتاخد كل كام ساعة؟ لو سمحت,هل Aspirin بيتم تناوله كل ما ساعة؟ لو سمحت,dosage,Aspirin
هل بروفين آمن للحامل؟ محتاج أعرف,هل Brufen آمن للحامل؟ محتاج أعرف,contraindication,Brufen
اخد فلاجيل كام مرة في اليوم؟ عشان تعبان,أتناول Flagyl ما مرة في اليوم؟ عشان تعبان,dosage,Flagyl
ممكن اخد كتافلام مع باراسيتامول في نفس اليوم؟,ممكن أتناول Cataflam مع Paracetamol في نفس اليوم؟,interaction,Cataflam|Paracetamol
عندي مشاكل كبد ينفع اخد بنادول؟ عايز رد سريع,عندي مشاكل كبد هل يمكن أتناول Panadol؟ عايز رد سريع,contraindication,Panadol
في اعراض خطيرة من كونجستول؟ رد بسرعة,في اعراض خطيرة من Congestal؟ رد بسرعة,side_effects,Congestal
هل بنادوول خطر لمرضى الضغط؟ ضروري جدًا,هل Panadol خطر لمرضى الضغط؟ ضروري جدًا,contraindication,Panadol
هل Zyrtec يسبب دوخة؟ عايز رد سريع,هل Zyrtec يسبب دوخة؟ عايز رد سريع,side_effects,Zyrtec
هل بنادوول ممنوع مع الرضاعة؟ ضروري جدًا,هل Panadol ممنوع مع الرضاعة؟ ضروري جدًا,contraindication,Panadol
هل في تعارض بين بنادول و Brufen؟,هل في تعارض بين Panadol و Brufen؟,interaction,Panadol|Brufen
هل اوجمنتين خطر لمرضى الضغط؟ أنا قلقان,هل Augmentin خطر لمرضى الضغط؟ أنا قلقان,contraindication,Augmentin
اخدت بنادول وحاسس بتعب يا دكتور,تناولت Panadol وحاسس بتعب يا دكتور,side_effects,Panadol
هل الاسبرين له أعراض جانبية خطيرة؟ ممكن تساعدني,هل الAspirin له أعراض جانبية خطيرة؟ ممكن تساعدني,side_effects,Aspirin
الجرعة كام ل زيرتك؟ ضروري جدًا,الجرعة ما ل Zyrtec؟ ضروري جدًا,dosage,Zyrtec
Aspirin بيعمل نعاس؟ محتاج أعرف,Aspirin يسبب نعاس؟ محتاج أعرف,side_effects,Aspirin
هل باراسيتامول يوجع المعدة؟ بعد إذنك,هل Paracetamol يوجع المعدة؟ بعد إذنك,side_effects,Paracetamol
هل كونجستال يتعارض مع الاسبرين؟,هل Congestal يتعارض مع الAspirin؟,interaction,Congestal|Aspirin
مين ممنوع ياخد Paracetamol؟ لو سمحت,مين ممنوع يأتناول Paracetamol؟ لو سمحت,contraindication,Paracetamol
جرعة كونجستول المناسبة ايه؟ ممكن تساعدني,جرعة Congestal المناسبة ما هي؟ ممكن تساعدني,dosage,Congestal
بعد ما اخدت فلاجيل حسيت بدوخة لو تكرمت,بعد ما تناولت Flagyl حسيت بدوخة لو تكرمت,side_effects,Flagyl
لو نسيت جرعة Amoxicillin اعمل ايه؟ عشان تعبان,لو نسيت جرعة Amoxicillin اعمل ما هي؟ عشان تعبان,dosage,Amoxicillin
كونجستال ممكن يعمل تعب في المعدة؟ بعد إذنك,Congestal ممكن يعمل تعب في المعدة؟ بعد إذنك,side_effects,Congestal
هل كونجستول خطر على الكلى؟ لو تكرمت,هل Congestal خطر على الكلى؟ لو تكرمت,contraindication,Congestal
انا باخد Congestal هل البروفين هيأثر عليه؟ ضروري,انا أتناول Congestal هل الBrufen هيأثر عليه؟ ضروري,interaction,Congestal|Brufen
بنادوول ممكن يعمل تعب في المعدة؟ عشان تعبان,Panadol ممكن يعمل تعب في المعدة؟ عشان تعبان,side_effects,Panadol
انا باخد كتافلام ينفع اضيف عليه اموكسيسيلين؟ من فضلك,انا أتناول Cataflam هل يمكن اضيف عليه Amoxicillin؟ من فضلك,interaction,Cataflam|Amoxicillin
هل بنادوول بيأثر على النوم؟ رد بسرعة,هل Panadol بيأثر على النوم؟ رد بسرعة,side_effects,Panadol
هل Augmentin يقلل مفعول الاسبرين؟ ضروري جدًا,هل Augmentin يقلل مفعول الAspirin؟ ضروري جدًا,interaction,Augmentin|Aspirin
اخدت كتافلام وحاسس بتعب عايز رد سريع,تناولت Cataflam وحاسس بتعب عايز رد سريع,side_effects,Cataflam
لو خدت بنادول وبعده Congestal يحصل مشكلة؟ عايز رد سريع,لو خدت Panadol وبعده Congestal يحصل مشكلة؟ عايز رد سريع,interaction,Panadol|Congestal
عايز اعرف طريقة استخدام بنادوول ضروري,عايز اعرف طريقة استخدام Panadol ضروري,dosage,Panadol
هل بروفين مناسب للأطفال؟ رد بسرعة,هل Brufen مناسب للأطفال؟ رد بسرعة,contraindication,Brufen
هل Amoxicillin يسبب دوخة؟,هل Amoxicillin يسبب دوخة؟,side_effects,Amoxicillin
هل البروفين يسبب دوخة؟ ضروري,هل الBrufen يسبب دوخة؟ ضروري,side_effects,Brufen
هل كونجستول يتاخد مرتين ولا تلاته؟ بعد إذنك,هل Congestal يتم تناوله مرتين ولا تلاته؟ بعد إذنك,dosage,Congestal
ينفع الحامل تاخد كونجستال؟ ضروري,هل يمكن الحامل تأتناول Congestal؟ ضروري,contraindication,Congestal
هل بروفين يسبب حساسية؟ ضروري,هل Brufen يسبب حساسية؟ ضروري,side_effects,Brufen
هل زيرتك يسبب صداع؟ عايز رد سريع,هل Zyrtec يسبب صداع؟ عايز رد سريع,side_effects,Zyrtec
انا اخدت باراسيتامول وحاسس بخمول بعد إذنك,انا تناولت Paracetamol وحاسس بخمول بعد إذنك,side_effects,Paracetamol
هل Amoxicillin يوجع المعدة؟ ممكن تساعدني,هل Amoxicillin يوجع المعدة؟ ممكن تساعدني,side_effects,Amoxicillin
هل Panadol يوجع المعدة؟ لو تكرمت,هل Panadol يوجع المعدة؟ لو تكرمت,side_effects,Panadol
ايه اعراض Flagyl الجانبية؟ ضروري جدًا,ما هي اعراض Flagyl الجانبية؟ ضروري جدًا,side_effects,Flagyl
هل Augmentin يقلل مفعول البروفين؟ بجد,هل Augmentin يقلل مفعول الBrufen؟ بجد,interaction,Augmentin|Brufen
في اعراض خطيرة من Paracetamol؟ من فضلك,في اعراض خطيرة من Paracetamol؟ من فضلك,side_effects,Paracetamol
هل اوجمنتين خطر على القلب؟ يا دكتور,هل Augmentin خطر على القلب؟ يا دكتور,contraindication,Augmentin
عندي مشاكل كبد ينفع اخد Congestal؟ لو سمحت,عندي مشاكل كبد هل يمكن أتناول Congestal؟ لو سمحت,contraindication,Congestal
هل اوجمنتين خطر لمرضى الضغط؟ عشان تعبان,هل Augmentin خطر لمرضى الضغط؟ عشان تعبان,contraindication,Augmentin
هل زيرتك يسبب حساسية؟ بجد,هل Zyrtec يسبب حساسية؟ بجد,side_effects,Zyrtec
هل اسبرين يسبب صداع؟ عايز رد سريع,هل Aspirin يسبب صداع؟ عايز رد سريع,side_effects,Aspirin
هل كبار السن ينفع ياخدوا Augmentin؟ محتاج أعرف,هل كبار السن هل يمكن يأتناولوا Augmentin؟ محتاج أعرف,contraindication,Augmentin
هل الجمع بين كتافلام و اسبرين يسبب مشكلة؟ ضروري,هل الجمع بين Cataflam و Aspirin يسبب مشكلة؟ ضروري,interaction,Cataflam|Aspirin
هل Paracetamol و بنادوول ينفعوا مع بعض؟,هل Paracetamol و Panadol هل يمكنوا مع بعض؟,interaction,Paracetamol|Panadol
ايه اعراض Amoxicillin الجانبية؟ ممكن تساعدني,ما هي اعراض Amoxicillin الجانبية؟ ممكن تساعدني,side_effects,Amoxicillin
هل اموكسيسيلين يتاخد مرتين ولا تلاته؟ من فضلك,هل Amoxicillin يتم تناوله مرتين ولا تلاته؟ من فضلك,dosage,Amoxicillin
هل بروفين ممنوع لمرضى القلب؟ من فضلك,هل Brufen ممنوع لمرضى القلب؟ من فضلك,contraindication,Brufen
هل زيرتك و Augmentin ينفعوا مع بعض؟ عايز رد سريع,هل Zyrtec و Augmentin هل يمكنوا مع بعض؟ عايز رد سريع,interaction,Zyrtec|Augmentin
هل كونجستول بيتاخد كل كام ساعة؟ لو تكرمت,هل Congestal بيتم تناوله كل ما ساعة؟ لو تكرمت,dosage,Congestal
هل Cataflam يوجع المعدة؟ ضروري جدًا,هل Cataflam يوجع المعدة؟ ضروري جدًا,side_effects,Cataflam
هل Augmentin بيتاخد كل كام ساعة؟ ضروري,هل Augmentin بيتم تناوله كل ما ساعة؟ ضروري,dosage,Augmentin
هل Congestal له أعراض جانبية خطيرة؟ لو سمحت,هل Congestal له أعراض جانبية خطيرة؟ لو سمحت,side_effects,Congestal
هل اقدر اخلط كونجستول مع بنادول؟ ممكن تساعدني,هل اقدر اخلط Congestal مع Panadol؟ ممكن تساعدني,interaction,Congestal|Panadol
ينفع الحامل تاخد Congestal؟ ضروري جدًا,هل يمكن الحامل تأتناول Congestal؟ ضروري جدًا,contraindication,Congestal
مين ممنوع ياخد كونجستال؟ أنا قلقان,مين ممنوع يأتناول Congestal؟ أنا قلقان,contraindication,Congestal
انا باخد اموكسيسيلين هل زيرتك هيأثر عليه؟,انا أتناول Amoxicillin هل Zyrtec هيأثر عليه؟,interaction,Amoxicillin|Zyrtec
هل باراسيتامول بيأثر على النوم؟ ضروري,هل Paracetamol بيأثر على النوم؟ ضروري,side_effects,Paracetamol
هل باراسيتامول ممكن يسبب حساسية في الجلد؟ ممكن تساعدني,هل Paracetamol ممكن يسبب حساسية في الجلد؟ ممكن تساعدني,side_effects,Paracetamol
هل Panadol خطر على الكلى؟,هل Panadol خطر على الكلى؟,contraindication,Panadol
هل اقدر اخلط بروفين مع كونجستول؟ يا دكتور,هل اقدر اخلط Brufen مع Congestal؟ يا دكتور,interaction,Brufen|Congestal
مين ممنوع ياخد Amoxicillin؟ بعد إذنك,مين ممنوع يأتناول Amoxicillin؟ بعد إذنك,contraindication,Amoxicillin
استعمال Congestal كام مرة يوميا؟ من فضلك,استعمال Congestal ما مرة يوميا؟ من فضلك,dosage,Congestal
ممكن تقوللي جرعة كونجستول الصح؟ لو سمحت,ممكن تقوللي جرعة Congestal الصح؟ لو سمحت,dosage,Congestal
هل بنادوول مناسب للأطفال؟ ممكن تساعدني,هل Panadol مناسب للأطفال؟ ممكن تساعدني,contraindication,Panadol
مين ممنوع ياخد Zyrtec؟ من فضلك,مين ممنوع يأتناول Zyrtec؟ من فضلك,contraindication,Zyrtec
هل بنادوول يضر الكبد؟,هل Panadol يضر الكبد؟,contraindication,Panadol
هل فلاجيل آمن للرضاعة؟ بعد إذنك,هل Flagyl آمن للرضاعة؟ بعد إذنك,contraindication,Flagyl
لو عندي برد اخد جرعة Amoxicillin قد ايه؟ عشان تعبان,لو عندي برد أتناول جرعة Amoxicillin قد ما هي؟ عشان تعبان,dosage,Amoxicillin
هل بنادوول آمن للرضاعة؟ أنا قلقان,هل Panadol آمن للرضاعة؟ أنا قلقان,contraindication,Panadol
هل فلاجيل مناسب لمرضى السكر؟ لو سمحت,هل Flagyl مناسب لمرضى السكر؟ لو سمحت,contraindication,Flagyl
اخدت Zyrtec وطلعلي طفح جلدي ضروري جدًا,تناولت Zyrtec وطلعلي طفح جلدي ضروري جدًا,side_effects,Zyrtec
هل اخد باراسيتامول الصبح ولا بالليل؟ ضروري جدًا,هل أتناول Paracetamol الصبح ولا بالليل؟ ضروري جدًا,dosage,Paracetamol
لو خدت اوجمنتين وبعده بنادول يحصل مشكلة؟ أنا قلقان,لو خدت Augmentin وبعده Panadol يحصل مشكلة؟ أنا قلقان,interaction,Augmentin|Panadol
هل كبار السن ينفع ياخدوا بنادوول؟ لو سمحت,هل كبار السن هل يمكن يأتناولوا Panadol؟ لو سمحت,contraindication,Panadol
هل البروفين بيأثر على النوم؟ بعد إذنك,هل الBrufen بيأثر على النوم؟ بعد إذنك,side_effects,Brufen
ممكن تقوللي جرعة كتافلام الصح؟ بجد,ممكن تقوللي جرعة Cataflam الصح؟ بجد,dosage,Cataflam
انا باخد Panadol ينفع اضيف عليه باراسيتامول؟,انا أتناول Panadol هل يمكن اضيف عليه Paracetamol؟,interaction,Panadol|Paracetamol
هل Flagyl ينفع لمريض سكر وضغط؟ أنا قلقان,هل Flagyl هل يمكن لمريض سكر وضغط؟ أنا قلقان,contraindication,Flagyl
هل Paracetamol و اسبرين ينفعوا مع بعض؟ ممكن تساعدني,هل Paracetamol و Aspirin هل يمكنوا مع بعض؟ ممكن تساعدني,interaction,Paracetamol|Aspirin
في تفاعل بين كونجستال و اموكسيسيلين؟ محتاج أعرف,في تفاعل بين Congestal و Amoxicillin؟ محتاج أعرف,interaction,Congestal|Amoxicillin
هل كبار السن ينفع ياخدوا بروفين؟ يا دكتور,هل كبار السن هل يمكن يأتناولوا Brufen؟ يا دكتور,contraindication,Brufen
عندي مشاكل كبد ينفع اخد اسبرين؟,عندي مشاكل كبد هل يمكن أتناول Aspirin؟,contraindication,Aspirin
لو عندي فشل كلوي ينفع Amoxicillin؟ يا دكتور,لو عندي فشل كلوي هل يمكن Amoxicillin؟ يا دكتور,contraindication,Amoxicillin
لو عندي قرحة ينفع اخد اسبرين؟ عايز رد سريع,لو عندي قرحة هل يمكن أتناول Aspirin؟ عايز رد سريع,contraindication,Aspirin
Congestal ممكن يعمل تعب في المعدة؟ من فضلك,Congestal ممكن يعمل تعب في المعدة؟ من فضلك,side_effects,Congestal
هل الجمع بين اسبرين و زيرتك خطر؟ أنا قلقان,هل الجمع بين Aspirin و Zyrtec خطر؟ أنا قلقان,interaction,Aspirin|Zyrtec
انا باخد باراسيتامول ينفع اضيف عليه Amoxicillin؟ بعد إذنك,انا أتناول Paracetamol هل يمكن اضيف عليه Amoxicillin؟ بعد إذنك,interaction,Paracetamol|Amoxicillin
لو خدت بروفين و كونجستال في نفس اليوم عادي؟ محتاج أعرف,لو خدت Brufen و Congestal في نفس اليوم عادي؟ محتاج أعرف,interaction,Brufen|Congestal
هل فلاجيل يتعارض مع كونجستال؟ لو تكرمت,هل Flagyl يتعارض مع Congestal؟ لو تكرمت,interaction,Flagyl|Congestal
هل كونجستال خطر على القلب؟ ضروري جدًا,هل Congestal خطر على القلب؟ ضروري جدًا,contraindication,Congestal
لو خدت Zyrtec وبعده Aspirin يحصل مشكلة؟,لو خدت Zyrtec وبعده Aspirin يحصل مشكلة؟,interaction,Zyrtec|Aspirin
هل بنادول يقلل مفعول باراسيتامول؟ عشان تعبان,هل Panadol يقلل مفعول Paracetamol؟ عشان تعبان,interaction,Panadol|Paracetamol
هل Brufen له أعراض جانبية خطيرة؟ محتاج أعرف,هل Brufen له أعراض جانبية خطيرة؟ محتاج أعرف,side_effects,Brufen
ينفع اكرر باراسيتامول كل كام ساعة؟ عايز رد سريع,هل يمكن اكرر Paracetamol كل ما ساعة؟ عايز رد سريع,dosage,Paracetamol
ممكن تقوللي جرعة Aspirin الصح؟ رد بسرعة,ممكن تقوللي جرعة Aspirin الصح؟ رد بسرعة,dosage,Aspirin
ممكن تقوللي جرعة بنادول الصح؟ بعد إذنك,ممكن تقوللي جرعة Panadol الصح؟ بعد إذنك,dosage,Panadol
هل اسبرين يتعارض مع بروفين؟ أنا قلقان,هل Aspirin يتعارض مع Brufen؟ أنا قلقان,interaction,Aspirin|Brufen
انا باخد بنادول ينفع اضيف عليه Zyrtec؟ عايز رد سريع,انا أتناول Panadol هل يمكن اضيف عليه Zyrtec؟ عايز رد سريع,interaction,Panadol|Zyrtec
هل البروفين ممنوع مع الرضاعة؟,هل الBrufen ممنوع مع الرضاعة؟,contraindication,Brufen
ممكن اعرف جرعة كونجستول لو تكرمت,ممكن اعرف جرعة Congestal لو تكرمت,dosage,Congestal
لو خدت زيرتك وبعده بروفين يحصل مشكلة؟ من فضلك,لو خدت Zyrtec وبعده Brufen يحصل مشكلة؟ من فضلك,interaction,Zyrtec|Brufen
في اعراض خطيرة من Panadol؟ ضروري جدًا,في اعراض خطيرة من Panadol؟ ضروري جدًا,side_effects,Panadol
هل Panadol مناسب للأطفال؟ بجد,هل Panadol مناسب للأطفال؟ بجد,contraindication,Panadol
هل زيرتك يسبب صداع؟ ضروري جدًا,هل Zyrtec يسبب صداع؟ ضروري جدًا,side_effects,Zyrtec
كم قرص من اوجمنتين في اليوم؟ ممكن تساعدني,كم قرص من Augmentin في اليوم؟ ممكن تساعدني,dosage,Augmentin
جرعة باراسيتامول المناسبة ايه؟ لو تكرمت,جرعة Paracetamol المناسبة ما هي؟ لو تكرمت,dosage,Paracetamol
انا باخد كونجستال هل Brufen هيأثر عليه؟ لو تكرمت,انا أتناول Congestal هل Brufen هيأثر عليه؟ لو تكرمت,interaction,Congestal|Brufen
هل كبار السن ينفع ياخدوا كونجستال؟ ممكن تساعدني,هل كبار السن هل يمكن يأتناولوا Congestal؟ ممكن تساعدني,contraindication,Congestal
هل اسبرين يضر الكبد؟ أنا قلقان,هل Aspirin يضر الكبد؟ أنا قلقان,contraindication,Aspirin
هل بنادول يوجع المعدة؟ لو تكرمت,هل Panadol يوجع المعدة؟ لو تكرمت,side_effects,Panadol
هل الجمع بين Augmentin و Zyrtec خطر؟ رد بسرعة,هل الجمع بين Augmentin و Zyrtec خطر؟ رد بسرعة,interaction,Augmentin|Zyrtec
هل مرضى الضغط يقدروا ياخدوا Paracetamol؟ ضروري جدًا,هل مرضى الضغط يقدروا يأتناولوا Paracetamol؟ ضروري جدًا,contraindication,Paracetamol
هل طبيعي Flagyl يعمل نعاس؟ ضروري جدًا,هل طبيعي Flagyl يعمل نعاس؟ ضروري جدًا,side_effects,Flagyl
ينفع اخد Zyrtec قبل الاكل ولا بعده؟ يا دكتور,هل يمكن أتناول Zyrtec قبل الاكل ولا بعده؟ يا دكتور,dosage,Zyrtec
هل الجمع بين باراسيتامول و اوجمنتين خطر؟ بعد إذنك,هل الجمع بين Paracetamol و Augmentin خطر؟ بعد إذنك,interaction,Paracetamol|Augmentin
هل Amoxicillin مناسب للأطفال؟ عايز رد سريع,هل Amoxicillin مناسب للأطفال؟ عايز رد سريع,contraindication,Amoxicillin
ايه اعراض فلاجيل الجانبية؟ عايز رد سريع,ما هي اعراض Flagyl الجانبية؟ عايز رد سريع,side_effects,Flagyl
ايه اعراض كتافلام الجانبية؟ عايز رد سريع,ما هي اعراض Cataflam الجانبية؟ عايز رد سريع,side_effects,Cataflam
هل Flagyl يتاخد مع علاج تاني زي Zyrtec؟ رد بسرعة,هل Flagyl يتم تناوله مع علاج تاني زي Zyrtec؟ رد بسرعة,interaction,Flagyl|Zyrtec
بعد ما اخدت Congestal حسيت بدوخة يا دكتور,بعد ما تناولت Congestal حسيت بدوخة يا دكتور,side_effects,Congestal
لو عندي فشل كلوي ينفع Cataflam؟ ضروري,لو عندي فشل كلوي هل يمكن Cataflam؟ ضروري,contraindication,Cataflam
ممكن اعرف جرعة كونجستول ضروري,ممكن اعرف جرعة Congestal ضروري,dosage,Congestal
هل استخدام كونجستال مع Aspirin آمن؟ بجد,هل استخدام Congestal مع Aspirin آمن؟ بجد,interaction,Congestal|Aspirin
هل Amoxicillin بيأثر على النوم؟ أنا قلقان,هل Amoxicillin بيأثر على النوم؟ أنا قلقان,side_effects,Amoxicillin
هل Zyrtec مناسب لمرضى السكر؟ ضروري جدًا,هل Zyrtec مناسب لمرضى السكر؟ ضروري جدًا,contraindication,Zyrtec
لو الجرعة راحت عليا من اسبرين اعمل ايه؟ محتاج أعرف,لو الجرعة راحت عليا من Aspirin اعمل ما هي؟ محتاج أعرف,dosage,Aspirin
بعد ما اخدت بنادوول حسيت بدوخة بجد,بعد ما تناولت Panadol حسيت بدوخة بجد,side_effects,Panadol
هل زيرتك و كونجستال ينفعوا مع بعض؟ لو سمحت,هل Zyrtec و Congestal هل يمكنوا مع بعض؟ لو سمحت,interaction,Zyrtec|Congestal
هل Congestal بيزود ضربات القلب؟ عشان تعبان,هل Congestal بيزود ضربات القلب؟ عشان تعبان,side_effects,Congestal
ازاي استخدم البروفين يا دكتور,ازاي استخدم الBrufen يا دكتور,dosage,Brufen
هل طبيعي Zyrtec يعمل نعاس؟ أنا قلقان,هل طبيعي Zyrtec يعمل نعاس؟ أنا قلقان,side_effects,Zyrtec
لو عندي قرحة ينفع اخد باراسيتامول؟ من فضلك,لو عندي قرحة هل يمكن أتناول Paracetamol؟ من فضلك,contraindication,Paracetamol
هل كونجستول يقلل مفعول فلاجيل؟ أنا قلقان,هل Congestal يقلل مفعول Flagyl؟ أنا قلقان,interaction,Congestal|Flagyl
ينفع اخد كونجستال قبل الاكل ولا بعده؟ ضروري,هل يمكن أتناول Congestal قبل الاكل ولا بعده؟ ضروري,dosage,Congestal
هل زيرتك يتاخد مرتين ولا تلاته؟ أنا قلقان,هل Zyrtec يتم تناوله مرتين ولا تلاته؟ أنا قلقان,dosage,Zyrtec
عايز اعرف طريقة استخدام Aspirin محتاج أعرف,عايز اعرف طريقة استخدام Aspirin محتاج أعرف,dosage,Aspirin
هل فلاجيل ممنوع لمرضى القلب؟ لو تكرمت,هل Flagyl ممنوع لمرضى القلب؟ لو تكرمت,contraindication,Flagyl
لو عندي قرحة ينفع اخد Congestal؟ ضروري جدًا,لو عندي قرحة هل يمكن أتناول Congestal؟ ضروري جدًا,contraindication,Congestal
ازاي استخدم بنادول بجد,ازاي استخدم Panadol بجد,dosage,Panadol
هل اقدر اخلط الاسبرين مع كونجستال؟ يا دكتور,هل اقدر اخلط الAspirin مع Congestal؟ يا دكتور,interaction,Aspirin|Congestal
استعمال كونجستول كام مرة يوميا؟,استعمال Congestal ما مرة يوميا؟,dosage,Congestal
في اعراض خطيرة من الاسبرين؟ ضروري,في اعراض خطيرة من الAspirin؟ ضروري,side_effects,Aspirin
هل Brufen يتاخد مرتين ولا تلاته؟ يا دكتور,هل Brufen يتم تناوله مرتين ولا تلاته؟ يا دكتور,dosage,Brufen
اخدت Panadol وطلعلي طفح جلدي لو سمحت,تناولت Panadol وطلعلي طفح جلدي لو سمحت,side_effects,Panadol
هل كونجستول ينفع لمريض سكر وضغط؟ ضروري,هل Congestal هل يمكن لمريض سكر وضغط؟ ضروري,contraindication,Congestal
لو نسيت جرعة زيرتك اعمل ايه؟ يا دكتور,لو نسيت جرعة Zyrtec اعمل ما هي؟ يا دكتور,dosage,Zyrtec
ازاي استخدم كونجستول لو تكرمت,ازاي استخدم Congestal لو تكرمت,dosage,Congestal
هل Aspirin يسبب حساسية؟ من فضلك,هل Aspirin يسبب حساسية؟ من فضلك,side_effects,Aspirin
الجرعة كام ل Cataflam؟ من فضلك,الجرعة ما ل Cataflam؟ من فضلك,dosage,Cataflam
هل استخدام زيرتك مع Panadol آمن؟ ممكن تساعدني,هل استخدام Zyrtec مع Panadol آمن؟ ممكن تساعدني,interaction,Zyrtec|Panadol
في تفاعل بين Flagyl و Paracetamol؟ عشان تعبان,في تفاعل بين Flagyl و Paracetamol؟ عشان تعبان,interaction,Flagyl|Paracetamol
هل كبار السن ينفع ياخدوا Augmentin؟ ضروري جدًا,هل كبار السن هل يمكن يأتناولوا Augmentin؟ ضروري جدًا,contraindication,Augmentin
لو عندي فشل كلوي ينفع Congestal؟ يا دكتور,لو عندي فشل كلوي هل يمكن Congestal؟ يا دكتور,contraindication,Congestal
هل فلاجيل يسبب حساسية؟ ضروري جدًا,هل Flagyl يسبب حساسية؟ ضروري جدًا,side_effects,Flagyl
لو خدت Paracetamol وبعده كتافلام يحصل مشكلة؟ بجد,لو خدت Paracetamol وبعده Cataflam يحصل مشكلة؟ بجد,interaction,Paracetamol|Cataflam
هل الجمع بين Paracetamol و Panadol يسبب مشكلة؟ لو تكرمت,هل الجمع بين Paracetamol و Panadol يسبب مشكلة؟ لو تكرمت,interaction,Paracetamol|Panadol
هل Amoxicillin يسبب حساسية؟ من فضلك,هل Amoxicillin يسبب حساسية؟ من فضلك,side_effects,Amoxicillin
اخدت كتافلام وحاسس بتعب من فضلك,تناولت Cataflam وحاسس بتعب من فضلك,side_effects,Cataflam
ينفع اخد Amoxicillin قبل الاكل ولا بعده؟,هل يمكن أتناول Amoxicillin قبل الاكل ولا بعده؟,dosage,Amoxicillin
اخدت اموكسيسيلين وحاسس بتعب لو تكرمت,تناولت Amoxicillin وحاسس بتعب لو تكرمت,side_effects,Amoxicillin
هل البروفين يضر الكبد؟ لو تكرمت,هل الBrufen يضر الكبد؟ لو تكرمت,contraindication,Brufen
لو عندي برد اخد جرعة اسبرين قد ايه؟ رد بسرعة,لو عندي برد أتناول جرعة Aspirin قد ما هي؟ رد بسرعة,dosage,Aspirin
هل اخد باراسيتامول الصبح ولا بالليل؟ لو سمحت,هل أتناول Paracetamol الصبح ولا بالليل؟ لو سمحت,dosage,Paracetamol
جرعة اسبرين للبالغين كام؟ ممكن تساعدني,جرعة Aspirin للبالغين ما؟ ممكن تساعدني,dosage,Aspirin
عندي مشاكل كبد ينفع اخد Aspirin؟ عايز رد سريع,عندي مشاكل كبد هل يمكن أتناول Aspirin؟ عايز رد سريع,contraindication,Aspirin
هل اسبرين خطر على القلب؟ ممكن تساعدني,هل Aspirin خطر على القلب؟ ممكن تساعدني,contraindication,Aspirin
لو عندي قرحة ينفع اخد اسبرين؟ أنا قلقان,لو عندي قرحة هل يمكن أتناول Aspirin؟ أنا قلقان,contraindication,Aspirin
في اعراض خطيرة من Zyrtec؟ عايز رد سريع,في اعراض خطيرة من Zyrtec؟ عايز رد سريع,side_effects,Zyrtec
هل مرضى الضغط يقدروا ياخدوا Congestal؟ لو سمحت,هل مرضى الضغط يقدروا يأتناولوا Congestal؟ لو سمحت,contraindication,Congestal
هل Panadol ممنوع مع الرضاعة؟ رد بسرعة,هل Panadol ممنوع مع الرضاعة؟ رد بسرعة,contraindication,Panadol
عايز اعرف طريقة استخدام بروفين يا دكتور,عايز اعرف طريقة استخدام Brufen يا دكتور,dosage,Brufen
ينفع اخد Amoxicillin قبل الاكل ولا بعده؟ عايز رد سريع,هل يمكن أتناول Amoxicillin قبل الاكل ولا بعده؟ عايز رد سريع,dosage,Amoxicillin
لو عندي قرحة ينفع اخد الاسبرين؟ ممكن تساعدني,لو عندي قرحة هل يمكن أتناول الAspirin؟ ممكن تساعدني,contraindication,Aspirin
هل اخد Brufen الصبح ولا بالليل؟ لو تكرمت,هل أتناول Brufen الصبح ولا بالليل؟ لو تكرمت,dosage,Brufen
هل كبار السن ينفع ياخدوا بروفين؟ ضروري جدًا,هل كبار السن هل يمكن يأتناولوا Brufen؟ ضروري جدًا,contraindication,Brufen
لو الجرعة راحت عليا من Brufen اعمل ايه؟ محتاج أعرف,لو الجرعة راحت عليا من Brufen اعمل ما هي؟ محتاج أعرف,dosage,Brufen
ينفع اخد Aspirin مع Paracetamol؟ من فضلك,هل يمكن أتناول Aspirin مع Paracetamol؟ من فضلك,interaction,Aspirin|Paracetamol
لو نسيت جرعة Amoxicillin اعمل ايه؟ لو سمحت,لو نسيت جرعة Amoxicillin اعمل ما هي؟ لو سمحت,dosage,Amoxicillin
هل بروفين بيأثر على النوم؟,هل Brufen بيأثر على النوم؟,side_effects,Brufen
اخد كتافلام كام مرة في اليوم؟,أتناول Cataflam ما مرة في اليوم؟,dosage,Cataflam
لو الجرعة راحت عليا من كونجستول اعمل ايه؟ لو سمحت,لو الجرعة راحت عليا من Congestal اعمل ما هي؟ لو سمحت,dosage,Congestal
عايز اعرف طريقة استخدام Congestal من فضلك,عايز اعرف طريقة استخدام Congestal من فضلك,dosage,Congestal
انا اخدت Panadol وحاسس بخمول ممكن تساعدني,انا تناولت Panadol وحاسس بخمول ممكن تساعدني,side_effects,Panadol
ينفع الحامل تاخد Cataflam؟ ضروري جدًا,هل يمكن الحامل تأتناول Cataflam؟ ضروري جدًا,contraindication,Cataflam
لو الجرعة راحت عليا من الاسبرين اعمل ايه؟,لو الجرعة راحت عليا من الAspirin اعمل ما هي؟,dosage,Aspirin
كم قرص من الاسبرين في اليوم؟ يا دكتور,كم قرص من الAspirin في اليوم؟ يا دكتور,dosage,Aspirin
